"","GRID_ID","EFH_2010","EFH_2011","EFH_2012","EFH_2013","EFH_2014","STW_2010","STW_2011","STW_2012","STW_2013","STW_2014"
"452","AJ-47",187,187,189,189,188,499,499,498,519,521
"453","AJ-48",35,35,35,35,36,90,90,90,90,90
"454","AJ-49",0,0,0,0,0,0,0,0,0,0
"455","AJ-5",4,4,4,4,4,0,0,0,0,0
"456","AJ-6",42,42,42,42,43,8,8,8,8,8
"457","AJ-7",232,235,235,236,237,284,298,311,334,338
"458","AJ-8",0,0,0,0,0,0,0,0,0,0
"459","AJ-9",0,0,0,0,0,9,11,9,9,9
"460","AK-10",9,9,9,9,9,10,10,11,11,11
"461","AK-12",0,0,0,0,0,0,0,0,0,0
"462","AK-13",0,0,0,0,4,0,0,0,0,0
"463","AK-14",6,6,5,5,5,12,12,11,11,11
"464","AK-15",74,74,74,74,74,61,57,56,56,56
"465","AK-16",0,0,0,0,0,5,5,6,6,6
"466","AK-17",41,42,41,44,44,46,46,46,46,46
"467","AK-18",42,42,42,42,42,10,10,10,10,10
"468","AK-19",0,0,0,0,0,0,0,0,0,0
"469","AK-20",156,157,156,159,160,128,128,128,129,129
"470","AK-21",72,71,72,72,70,137,137,138,178,171
"471","AK-22",9,10,10,10,10,31,28,28,28,28
"472","AK-23",0,0,0,0,0,0,0,0,0,0
"473","AK-24",15,15,15,16,16,21,21,21,21,21
"474","AK-25",0,0,0,0,0,6,6,6,6,6
"475","AK-26",69,71,68,68,66,289,307,307,320,326
"476","AK-27",54,53,53,53,53,60,63,63,64,64
"477","AK-28",0,0,0,0,0,0,0,0,0,0
"478","AK-29",24,26,24,24,24,17,18,13,16,16
"479","AK-30",16,14,18,17,17,10,10,12,12,12
"480","AK-31",0,0,0,0,0,0,0,0,0,0
"481","AK-32",0,0,0,0,0,9,9,9,9,9
"482","AK-33",15,14,15,14,16,27,28,27,27,27
"483","AK-34",30,30,30,30,31,91,91,91,85,80
"484","AK-35",208,211,213,214,209,666,666,674,680,710
"485","AK-36",10,10,10,10,10,5,5,5,5,7
"486","AK-37",8,8,8,8,8,7,7,7,7,7
"487","AK-38",97,97,97,97,96,542,565,844,943,989
"488","AK-39",223,227,226,226,213,1538,1618,1607,1581,1610
"489","AK-4",0,0,0,0,0,0,0,0,0,0
"490","AK-40",98,99,99,99,99,549,546,547,557,558
"491","AK-41",16,16,16,16,16,13,13,13,13,13
"492","AK-42",22,21,21,21,21,40,40,42,42,42
"493","AK-43",45,45,44,44,44,55,57,59,59,60
"494","AK-44",9,9,9,9,9,14,14,13,13,13
"495","AK-45",138,138,138,138,138,74,75,77,77,79
"496","AK-46",342,342,342,343,343,536,547,569,573,565
"497","AK-47",49,48,48,48,48,29,30,30,28,31
"498","AK-48",0,0,0,0,0,0,0,0,0,0
"499","AK-5",0,0,0,0,0,0,0,0,0,0
"500","AK-6",0,0,0,0,0,0,0,0,0,0
"501","AK-7",99,99,98,98,98,91,90,88,88,88
"502","AK-8",4,4,5,5,5,8,8,7,7,7
"503","AK-9",0,0,0,0,0,0,0,0,0,0
"504","AL-14",0,0,0,0,0,0,0,0,0,0
"505","AL-15",12,12,12,13,13,9,9,9,7,7
"506","AL-16",6,6,6,6,6,22,22,22,22,21
"507","AL-17",57,57,57,57,57,33,33,33,33,33
"508","AL-18",13,13,13,13,13,23,23,23,33,32
"509","AL-19",5,5,4,4,4,11,11,12,12,12
"510","AL-20",0,0,0,0,0,7,7,7,7,7
"511","AL-21",191,191,193,193,194,105,106,106,106,109
"512","AL-22",4,4,4,4,4,5,5,6,6,6
"513","AL-23",22,22,23,23,23,27,27,27,27,27
"514","AL-24",0,0,0,0,0,0,0,0,0,0
"515","AL-25",5,5,5,5,5,0,0,0,0,0
"516","AL-26",21,21,21,21,19,29,30,35,35,40
"517","AL-27",94,93,95,95,100,264,267,287,287,283
"518","AL-28",6,6,5,5,4,7,7,9,9,11
"519","AL-29",110,110,110,111,108,87,85,86,86,85
"520","AL-30",19,19,19,19,19,50,53,51,51,53
"521","AL-31",0,0,0,0,0,0,5,0,0,0
"522","AL-32",8,9,0,0,0,11,11,8,6,6
"523","AL-33",0,0,0,0,0,0,0,0,0,0
"524","AL-34",66,65,64,67,64,43,43,46,46,48
"525","AL-35",11,11,11,12,12,51,52,51,51,52
"526","AL-36",0,0,0,0,0,0,0,0,0,8
"527","AL-37",102,105,105,105,106,95,98,99,99,99
"528","AL-38",194,196,193,191,181,1077,1114,1134,1160,1203
"529","AL-39",187,186,185,183,183,2157,2169,2181,2160,2168
"530","AL-40",21,21,21,21,21,7,7,7,7,7
"531","AL-41",24,24,24,25,25,20,20,20,19,25
"532","AL-42",5,6,5,5,5,5,5,5,5,5
"533","AL-43",4,4,4,4,4,0,0,0,0,0
"534","AL-44",19,20,19,19,19,32,32,33,33,33
"535","AL-45",48,50,48,49,49,66,66,66,68,68
"536","AL-46",134,134,134,134,133,100,148,129,129,138
"537","AL-47",23,25,26,25,25,55,55,55,55,55
"538","AL-6",0,0,0,0,0,0,0,0,0,0
"539","AL-7",0,0,0,0,0,0,0,0,0,0
"540","AL-8",0,0,0,0,0,0,0,0,0,0
"541","AL-9",0,0,0,0,0,0,0,0,0,0
"542","AM-13",0,0,0,0,0,4,4,0,0,0
"543","AM-14",130,129,133,132,132,170,174,180,177,179
"544","AM-15",23,23,24,24,24,9,9,9,9,9
"545","AM-16",85,85,85,96,96,49,49,49,54,54
"546","AM-17",0,0,0,0,0,0,0,0,0,0
"547","AM-18",9,9,9,9,9,13,13,13,13,13
"548","AM-19",8,8,8,8,8,24,24,24,24,24
"549","AM-20",6,6,6,6,6,11,11,11,11,11
"550","AM-21",29,29,30,30,31,38,38,39,39,39
"551","AM-22",0,0,0,0,0,10,10,10,10,10
"552","AM-23",50,50,50,50,50,39,39,42,42,42
"553","AM-24",24,24,24,25,28,33,33,30,29,29
"554","AM-25",0,0,0,0,0,4,4,0,0,0
"555","AM-26",59,59,59,60,57,50,50,50,52,54
"556","AM-27",18,17,17,17,18,59,63,63,79,96
"557","AM-28",21,21,21,21,21,11,11,11,11,12
"558","AM-29",0,0,0,0,4,0,0,4,4,4
"559","AM-30",27,27,27,25,27,32,34,36,40,50
"560","AM-31",17,17,17,17,17,27,27,29,29,30
"561","AM-32",7,6,7,6,6,6,6,6,6,6
"562","AM-33",15,15,15,16,16,18,18,18,17,17
"563","AM-34",244,244,245,246,253,355,354,356,362,397
"564","AM-35",111,111,111,114,117,181,181,181,182,215
"565","AM-36",4,4,4,4,5,12,12,12,12,12
"566","AM-37",28,28,27,27,27,43,43,43,43,45
"567","AM-38",398,396,400,397,372,495,497,505,507,532
"568","AM-39",52,52,52,52,51,55,55,55,55,67
"569","AM-40",24,24,24,24,24,32,32,32,32,31
"570","AM-41",0,0,0,0,0,12,12,12,12,13
"571","AM-42",5,5,5,5,5,9,9,9,9,9
"572","AM-43",13,13,13,13,13,43,42,42,72,72
"573","AM-44",97,98,97,97,97,512,521,513,518,560
"574","AM-45",223,220,223,242,242,349,340,358,360,367
"575","AM-46",5,5,5,5,5,18,18,18,18,18
"576","AM-47",0,0,0,0,0,0,0,0,0,0
"577","AM-5",0,0,0,0,0,0,0,0,0,0
"578","AM-6",0,0,0,0,0,0,0,0,0,0
"579","AM-7",0,0,0,0,0,0,0,0,0,0
"580","AN-14",0,0,0,0,0,7,7,7,7,7
"581","AN-15",0,0,0,0,0,0,0,0,0,0
"582","AN-16",0,0,0,0,0,0,0,0,0,0
"583","AN-17",16,16,17,17,17,24,24,22,22,22
"584","AN-18",0,0,0,0,0,0,0,0,0,0
"585","AN-19",16,16,16,17,17,34,34,34,36,36
"586","AN-20",0,0,0,0,0,4,4,4,4,4
"587","AN-21",0,0,0,0,0,4,4,4,4,4
"588","AN-22",0,0,0,0,0,0,0,0,0,0
"589","AN-23",5,5,5,5,5,11,11,11,11,11
"590","AN-24",0,0,0,0,0,0,0,0,0,0
"591","AN-25",0,0,0,0,0,5,5,6,6,6
"592","AN-26",8,7,7,7,5,13,14,14,14,16
"593","AN-27",166,168,178,181,182,386,387,378,394,416
"594","AN-28",0,0,0,5,11,11,11,13,18,18
"595","AN-29",35,35,35,35,35,50,50,50,50,50
"596","AN-30",19,21,19,20,20,12,12,12,12,12
"597","AN-31",0,0,0,0,0,8,8,8,8,8
"598","AN-32",0,0,0,0,0,7,7,7,7,7
"599","AN-33",14,14,11,11,11,37,37,37,37,37
"600","AN-34",19,19,19,19,19,21,21,21,21,21
"601","AN-35",108,108,108,110,110,56,56,56,56,56
"602","AN-36",0,0,0,0,0,5,5,5,5,5
"603","AN-37",12,12,12,12,11,15,15,15,15,16
"604","AN-38",63,64,64,63,55,110,109,112,113,119
"605","AN-39",55,55,55,55,51,14,14,14,15,18
"606","AN-40",9,9,9,9,8,4,4,4,4,5
"607","AN-41",112,112,112,112,111,242,213,242,242,246
"608","AN-42",125,125,124,125,126,657,692,653,659,702
"609","AN-43",9,9,9,9,9,8,8,8,8,8
"610","AN-44",229,229,237,244,246,161,163,164,164,177
"611","AN-45",57,57,58,58,58,19,19,20,20,20
"612","AN-46",13,13,13,13,13,41,41,42,42,42
"613","AN-47",7,7,6,6,6,7,7,9,9,9
"614","AO-14",0,0,0,0,0,4,4,4,4,0
"615","AO-17",0,0,0,0,0,0,0,0,0,0
"616","AO-18",4,4,4,5,5,15,15,15,15,15
"617","AO-19",0,0,0,0,0,0,0,6,6,6
"618","AO-20",0,0,0,0,0,0,0,0,0,0
"619","AO-21",0,0,0,0,0,0,0,0,0,0
"620","AO-22",0,0,0,0,0,0,0,0,0,0
"621","AO-23",15,15,15,14,14,19,19,19,21,21
"622","AO-24",16,16,16,16,16,32,32,32,32,39
"623","AO-25",0,0,0,0,0,0,0,0,0,0
"624","AO-26",28,28,31,33,33,18,19,16,16,16
"625","AO-27",177,178,181,184,195,498,516,513,509,508
"626","AO-28",46,46,46,45,47,119,116,113,114,115
"627","AO-29",251,249,250,251,252,291,290,294,310,312
"628","AO-30",0,0,0,0,0,0,0,0,0,0
"629","AO-31",17,17,17,17,16,20,21,20,20,22
"630","AO-32",127,126,132,132,132,106,106,106,131,132
"631","AO-33",32,32,32,32,32,7,7,8,8,8
"632","AO-34",20,20,20,20,24,33,32,32,32,34
"633","AO-35",0,0,0,0,0,0,0,0,0,0
"634","AO-36",0,0,0,0,0,0,0,0,0,0
"635","AO-37",315,316,318,318,309,295,314,323,325,335
"636","AO-38",37,37,37,37,37,95,95,97,97,97
"637","AO-39",22,22,22,22,22,12,12,12,13,13
"638","AO-40",23,24,23,23,23,8,8,8,8,7
"639","AO-41",432,432,439,437,440,1426,1418,1462,1496,1461
"640","AO-42",95,94,95,95,94,192,192,193,200,200
"641","AO-43",55,55,54,54,55,73,76,81,81,84
"642","AO-44",73,88,87,88,88,150,150,155,155,150
"643","AO-45",198,197,197,195,195,711,780,805,857,923
"644","AO-46",359,358,358,360,360,936,937,949,947,950
"645","AO-47",0,0,0,0,0,5,5,5,5,5
"646","AP-18",4,4,4,4,4,6,6,6,6,6
"647","AP-19",18,18,18,19,19,33,33,33,33,33
"648","AP-20",0,0,0,0,0,0,0,0,0,0
"649","AP-21",246,245,250,250,250,394,419,394,395,395
"650","AP-22",127,131,129,127,127,886,857,897,914,919
"651","AP-23",0,0,0,0,0,5,5,5,5,5
"652","AP-24",0,0,0,0,0,6,6,6,6,6
"653","AP-25",0,0,0,0,0,4,4,4,4,4
"654","AP-26",0,0,0,0,0,0,0,0,0,0
"655","AP-27",0,0,0,0,0,0,0,0,0,0
"656","AP-28",29,29,29,29,29,145,133,143,143,146
"657","AP-29",7,7,7,7,7,7,7,7,7,7
"658","AP-30",16,16,16,16,16,27,28,28,27,27
"659","AP-31",0,0,0,0,0,5,5,5,5,5
"660","AP-32",33,33,34,34,33,17,16,18,18,20
"661","AP-33",187,194,198,204,205,78,78,77,75,74
"662","AP-34",75,74,75,76,75,43,43,43,43,43
"663","AP-35",12,12,12,12,12,24,24,24,24,24
"664","AP-36",13,13,13,13,14,22,22,23,23,22
"665","AP-37",7,6,8,8,8,15,15,14,14,14
"666","AP-38",184,184,186,186,182,644,662,661,678,692
"667","AP-39",15,16,14,14,15,22,22,22,22,22
"668","AP-40",70,70,69,69,73,42,42,44,43,48
"669","AP-41",7,7,8,9,9,0,0,0,0,0
"670","AP-42",188,190,188,188,188,72,72,62,63,59
"671","AP-43",321,322,322,322,320,318,317,318,363,377
"672","AP-44",123,124,123,123,124,216,163,219,167,169
"673","AP-45",110,111,111,111,111,603,656,610,665,665
"674","AP-46",327,327,325,325,324,1468,1469,1456,1461,1475
"675","AP-47",229,229,230,230,229,832,810,830,832,890
"676","AP-48",0,0,0,0,0,0,0,0,0,0
"677","AQ-17",0,0,0,0,0,0,0,0,0,0
"678","AQ-18",0,0,0,0,0,0,0,0,0,0
"679","AQ-19",0,0,0,0,0,7,7,7,7,7
"680","AQ-20",7,7,7,7,7,12,12,12,12,12
"681","AQ-21",24,22,24,24,24,13,13,11,11,13
"682","AQ-22",118,118,119,119,119,25,25,25,25,24
"683","AQ-23",0,0,0,0,0,0,0,0,0,0
"684","AQ-24",4,4,4,4,4,5,5,5,5,5
"685","AQ-25",0,0,0,0,0,5,5,5,5,5
"686","AQ-26",0,0,0,0,0,4,4,0,4,4
"687","AQ-27",26,26,26,28,29,30,30,36,27,29
"688","AQ-28",0,0,0,0,0,0,0,0,0,0
"689","AQ-29",0,0,0,0,0,11,12,11,6,0
"690","AQ-30",8,8,8,8,8,10,10,9,9,9
"691","AQ-31",11,10,11,12,12,16,16,16,17,16
"692","AQ-32",4,4,0,0,0,4,4,0,0,0
"693","AQ-33",0,0,0,0,0,5,5,5,5,5
"694","AQ-34",132,133,133,134,134,408,411,415,415,448
"695","AQ-35",8,8,8,8,8,9,9,9,9,9
"696","AQ-36",14,15,15,16,16,28,28,28,26,26
"697","AQ-37",6,6,5,5,5,5,5,5,5,5
"698","AQ-38",16,19,19,19,17,31,30,29,29,31
"699","AQ-39",13,12,12,12,10,29,29,30,31,33
"700","AQ-40",44,44,44,44,44,32,32,33,33,33
"701","AQ-41",51,45,51,51,51,80,78,80,80,80
"702","AQ-42",28,31,28,28,28,47,50,47,48,52
"703","AQ-43",35,35,35,35,35,22,23,24,24,24
"704","AQ-44",208,211,211,211,213,57,57,59,59,59
"705","AQ-45",178,179,175,177,177,437,440,434,434,434
"706","AQ-46",120,120,115,117,117,337,336,341,341,342
"707","AQ-47",0,0,0,0,0,5,5,5,5,5
"708","AR-18",0,0,0,0,0,0,0,0,0,0
"709","AR-19",156,156,156,156,156,197,209,209,209,209
"710","AR-20",6,6,6,6,6,6,6,6,6,6
"711","AR-21",0,0,0,0,0,7,7,9,11,9
"712","AR-22",6,6,6,6,6,22,22,22,22,22
"713","AR-23",0,0,0,0,0,0,0,0,0,0
"714","AR-24",0,0,0,0,0,0,0,0,0,0
"715","AR-25",8,8,8,10,10,30,30,30,33,33
"716","AR-26",4,6,6,5,5,15,13,13,13,13
"717","AR-27",0,0,0,0,0,11,12,12,12,14
"718","AR-28",0,0,0,0,5,6,6,8,8,8
"719","AR-29",9,9,6,6,5,9,9,9,6,6
"720","AR-30",9,9,9,9,9,6,6,6,6,4
"721","AR-31",5,6,5,5,6,5,5,6,4,5
"722","AR-32",7,7,8,8,8,8,8,6,6,6
"723","AR-33",0,0,0,0,0,0,0,5,5,5
"724","AR-34",9,9,8,14,23,7,7,6,8,8
"725","AR-35",122,120,121,121,121,178,187,195,197,197
"726","AR-36",6,6,5,5,5,12,12,10,10,10
"727","AR-37",0,0,0,0,0,4,4,4,4,4
"728","AR-38",13,13,13,13,13,29,29,30,30,30
"729","AR-39",0,0,0,0,0,0,0,0,0,0
"730","AR-40",0,0,0,0,0,5,5,6,6,5
"731","AR-41",6,6,6,6,6,6,6,6,6,6
"732","AR-42",5,5,5,5,5,4,4,4,4,4
"733","AR-43",12,12,12,12,12,6,6,6,6,6
"734","AR-44",49,49,49,49,49,26,26,27,27,27
"735","AR-45",11,11,11,11,12,28,28,26,26,25
"736","AR-46",0,0,0,0,0,0,0,0,0,0
"737","AR-47",0,0,0,0,0,0,0,0,0,0
"738","AS-18",0,0,0,0,0,0,0,0,0,0
"739","AS-19",0,0,0,0,0,0,0,0,0,0
"740","AS-20",0,0,0,0,0,0,0,0,0,0
"741","AS-21",0,0,0,0,0,5,5,5,5,5
"742","AS-22",0,0,0,0,0,0,0,0,0,0
"743","AS-24",0,0,0,0,0,0,0,0,0,0
"744","AS-25",7,6,7,8,8,12,12,11,11,11
"745","AS-26",0,0,0,0,0,0,0,0,0,0
"746","AS-27",9,9,9,9,9,35,35,35,35,35
"747","AS-28",0,0,0,0,0,0,0,4,0,0
"748","AS-29",16,16,16,16,16,22,22,22,22,22
"749","AS-30",0,0,0,0,0,0,0,0,0,0
"750","AS-31",13,13,13,13,13,24,22,25,25,25
"751","AS-32",15,15,15,15,15,14,16,13,14,14
"752","AS-33",11,11,11,11,11,15,15,17,17,17
"753","AS-34",27,27,25,25,25,33,33,33,33,33
"754","AS-35",6,6,8,8,8,10,10,13,13,14
"755","AS-36",0,0,0,0,0,4,4,4,4,4
"756","AS-37",0,0,0,0,0,4,4,4,4,4
"757","AS-38",12,13,13,13,13,12,11,11,11,11
"758","AS-39",6,6,6,6,6,15,15,15,15,15
"759","AS-40",5,5,5,5,5,9,9,9,9,9
"760","AS-41",0,0,0,0,0,8,8,8,8,8
"761","AS-42",4,0,4,4,4,7,7,7,7,7
"762","AS-43",19,20,19,19,19,23,25,26,26,26
"763","AS-44",36,36,34,33,29,36,36,40,41,46
"764","AS-45",0,0,0,0,0,0,0,0,0,0
"765","AS-46",4,4,4,4,4,5,5,5,5,5
"766","AT-26",0,0,0,0,0,0,0,0,0,0
"767","AT-27",0,0,0,0,0,0,0,0,0,0
"768","AT-28",0,0,0,0,0,5,5,4,4,4
"769","AT-29",11,11,11,11,11,6,6,6,5,5
"770","AT-30",0,0,0,0,0,8,8,8,8,8
"771","AT-31",0,0,0,0,0,5,5,5,5,5
"772","AT-32",6,6,6,6,6,12,12,13,13,13
"773","AT-33",21,21,22,23,23,20,20,23,23,23
"774","AT-34",0,0,0,0,0,0,0,0,0,0
"775","AT-35",15,13,15,15,15,29,33,31,31,31
"776","AT-36",7,7,6,6,6,5,5,6,6,6
"777","AT-37",0,0,0,0,0,4,4,4,4,4
"778","AT-38",10,10,10,10,10,4,4,4,4,4
"779","AT-39",5,5,5,4,4,8,8,6,6,6
"780","AT-40",97,92,98,108,117,51,43,57,56,58
"781","AT-41",10,10,10,10,10,28,30,29,29,31
"782","AT-42",20,20,18,18,18,67,67,67,68,66
"783","AT-43",32,31,33,33,32,19,19,17,17,17
"784","AT-44",289,289,292,274,252,570,577,603,657,703
"785","AT-45",69,69,68,68,67,216,216,217,217,220
"786","AT-46",31,29,28,28,28,23,28,31,31,31
"787","AU-27",0,0,0,0,0,0,0,0,0,0
"788","AU-28",0,0,0,0,0,0,0,0,0,0
"789","AU-31",6,6,6,6,6,9,10,10,10,10
"790","AU-32",6,6,6,6,6,14,14,14,14,14
"791","AU-33",5,5,5,5,5,0,0,0,0,0
"792","AU-34",0,0,0,0,0,0,0,0,0,0
"793","AU-35",32,32,31,31,31,57,57,57,57,57
"794","AU-36",0,0,0,0,0,0,0,0,0,0
"795","AU-37",34,35,36,36,36,48,22,51,51,51
"796","AU-38",69,69,69,71,74,126,126,126,126,127
"797","AU-39",14,14,14,17,18,10,10,10,10,10
"798","AU-40",37,41,34,34,34,14,51,9,9,10
"799","AU-41",29,29,29,29,28,65,65,56,57,57
"800","AU-42",16,16,18,18,18,65,66,65,68,68
"801","AU-43",127,127,119,115,97,320,316,344,352,362
"802","AU-44",229,227,213,210,186,913,948,965,973,1008
"803","AU-45",40,39,39,39,34,225,225,224,225,230
"804","AU-46",8,8,8,8,8,0,0,0,0,0
"805","AV-28",0,0,0,0,0,0,0,0,0,0
"806","AV-32",0,0,0,0,0,0,0,0,0,0
"807","AV-33",6,6,6,6,6,16,16,16,16,16
"808","AV-34",0,0,0,0,0,4,4,4,4,4
"809","AV-35",0,0,0,0,0,0,0,0,0,0
"810","AV-36",66,65,65,65,65,59,61,61,61,61
"811","AV-37",76,76,76,76,75,78,90,93,93,96
"812","AV-38",0,0,0,0,0,0,0,0,0,0
"813","AV-39",9,9,9,9,9,14,14,14,14,14
"814","AV-40",7,7,7,7,7,0,0,0,0,0
"815","AV-41",0,0,4,4,4,5,5,7,8,8
"816","AV-42",12,12,12,12,12,17,17,17,17,17
"817","AV-43",19,18,19,19,19,23,23,22,22,23
"818","AV-44",16,16,15,15,15,33,33,31,30,33
"819","AV-45",139,130,129,130,123,327,340,342,353,369
"820","AV-46",37,37,36,36,36,22,27,29,34,29
"821","AW-32",0,0,0,0,0,0,0,0,0,0
"822","AW-33",0,0,0,0,0,0,0,0,0,0
"823","AW-34",0,0,0,0,0,4,4,4,4,4
"824","AW-35",4,4,4,4,4,6,6,6,6,6
"825","AW-36",4,4,4,4,4,17,17,17,17,17
"826","AW-37",7,7,7,7,7,17,17,17,17,20
"827","AW-38",0,0,0,0,0,0,0,0,0,0
"828","AW-39",0,0,0,0,0,0,0,0,0,0
"829","AW-40",0,0,0,0,0,0,0,0,0,0
"830","AW-41",0,0,0,0,0,0,0,0,0,0
"831","AW-42",0,0,0,0,0,11,11,12,12,12
"832","AW-43",0,0,0,0,0,32,33,34,35,35
"833","AW-44",17,17,18,18,17,41,41,41,42,43
"834","AW-45",0,0,0,0,0,0,0,0,0,0
"835","AX-35",0,0,0,0,0,0,0,0,0,0
"836","AX-36",0,0,0,0,0,0,0,0,0,0
"837","AX-37",8,8,8,8,8,9,9,9,9,9
"838","AX-38",4,4,4,4,4,0,0,0,0,0
"839","AX-39",0,0,0,0,0,11,11,11,11,11
"840","AX-40",0,0,0,0,0,0,0,0,0,0
"841","AX-41",0,0,0,0,0,0,0,0,0,0
"842","AX-42",0,0,0,0,0,0,0,0,0,0
"843","AY-35",0,0,0,0,0,0,0,0,0,0
"844","AY-36",0,0,0,0,0,0,0,0,0,0
"845","AY-37",5,5,5,5,5,0,0,0,0,0
"846","AY-38",0,0,0,0,0,0,0,0,0,0
"847","AY-39",0,0,0,0,0,0,0,0,0,0
"848","AY-40",0,0,0,0,0,0,0,0,0,0
"849","AZ-38",0,0,0,0,0,0,0,0,0,0
"850","AZ-39",0,0,0,0,0,0,0,0,0,0
"851","AZ-40",0,0,0,0,0,0,0,0,0,0
"852","B-20",54,54,53,53,53,18,18,18,20,20
"853","B-21",197,200,201,204,204,193,192,192,199,207
"854","B-22",13,13,14,14,14,15,15,15,15,15
"855","B-23",0,0,0,0,0,0,0,0,0,0
"856","B-24",0,0,0,0,0,0,0,0,0,0
"857","B-25",0,0,0,0,0,0,0,0,0,0
"858","B-26",0,0,0,0,0,0,0,0,0,0
"859","B-31",0,0,0,0,0,0,0,0,0,0
"860","B-32",0,0,0,0,0,0,0,0,0,0
"861","C-18",0,0,0,0,0,0,0,0,0,0
"862","C-19",0,0,0,0,0,0,0,0,0,0
"863","C-20",180,178,179,179,180,371,373,377,383,417
"864","C-21",21,22,25,25,25,36,36,36,36,36
"865","C-22",0,0,0,0,0,4,4,4,4,4
"866","C-23",0,0,0,0,0,0,0,0,0,0
"867","C-24",0,0,0,0,0,0,0,0,0,0
"868","C-25",55,54,54,54,54,193,193,192,201,203
"869","C-26",0,23,62,62,61,84,84,84,84,84
"870","C-27",103,103,103,103,103,53,53,53,60,60
"871","C-28",0,0,0,0,0,5,5,5,5,5
"872","C-30",0,0,0,0,0,0,0,0,0,0
"873","C-31",136,136,136,138,138,15,15,15,15,15
"874","C-32",0,0,0,0,0,0,0,0,0,0
"875","D-18",0,0,0,0,0,0,0,0,0,0
"876","D-19",0,0,0,0,0,0,0,0,0,0
"877","D-20",0,0,0,0,0,0,0,0,0,0
"878","D-21",36,37,37,37,37,29,29,28,28,46
"879","D-22",114,112,112,112,111,114,115,115,115,118
"880","D-23",0,0,0,0,0,0,0,0,0,0
"881","D-24",29,29,29,29,24,0,0,0,0,8
"882","D-25",136,134,134,134,137,112,110,113,107,122
"883","D-26",118,116,115,115,115,445,444,453,450,451
"884","D-27",53,55,62,62,62,76,78,78,78,78
"885","D-28",0,0,0,0,0,0,0,0,0,0
"886","D-29",212,214,216,215,198,646,652,668,662,680
"887","D-30",8,8,8,8,8,36,36,36,36,36
"888","D-31",62,61,62,62,62,2924,2992,2943,2944,2960
"889","D-32",238,237,239,243,244,2152,2154,2157,2164,2165
"890","D-33",0,0,0,0,0,5,5,7,7,7
"891","D-34",0,0,0,0,0,4,4,4,4,4
"892","D-43",0,0,0,0,0,0,0,0,0,0
"893","D-44",0,0,0,0,0,5,5,5,5,5
"894","E-16",0,0,0,0,0,0,0,0,0,0
"895","E-17",0,0,0,0,0,13,13,13,15,15
"896","E-18",0,0,0,0,0,0,0,0,0,0
"897","E-19",0,0,0,0,0,0,0,0,0,0
"898","E-20",9,9,9,9,9,5,5,5,5,5
"899","E-21",326,329,330,331,332,565,565,562,601,623
"900","E-22",4,4,4,4,4,9,9,7,7,7
"901","E-23",0,0,0,0,0,0,0,0,0,0
"902","E-24",184,183,182,182,183,205,206,211,213,211
"903","E-25",11,11,11,11,11,30,33,38,38,47
"904","E-26",46,46,46,46,46,189,196,190,190,190
"905","E-27",213,211,212,212,212,336,336,343,344,346
"906","E-28",0,0,0,0,0,4,4,4,4,4
"907","E-29",314,313,315,314,313,1196,1196,1203,1220,1249
"908","E-30",6,7,6,6,7,184,301,532,797,829
"909","E-31",234,234,235,234,234,2437,2466,2556,2577,2596
"910","E-32",248,249,250,274,275,265,265,266,266,284
"911","E-33",0,0,0,0,0,0,0,0,0,0
"912","E-34",4,4,4,4,4,0,0,0,0,0
"913","E-35",0,0,0,0,0,0,0,0,0,0
"914","E-36",0,0,0,0,0,0,0,0,0,0
"915","E-37",0,0,0,0,0,0,0,0,0,0
"916","E-42",0,0,0,0,0,0,0,0,0,0
"917","E-43",102,99,103,105,105,78,78,77,77,77
"918","E-44",263,263,264,263,265,335,335,351,385,400
"919","E-45",0,0,0,0,4,25,25,25,25,24
"920","E-46",0,0,0,0,0,0,0,0,0,0
"921","E-47",0,0,0,0,0,0,0,0,0,0
"922","F-15",0,0,0,0,0,14,14,14,14,42
"923","F-16",0,0,0,0,0,0,0,0,0,0
"924","F-17",0,0,0,0,0,0,0,0,0,0
"925","F-18",0,0,0,0,0,11,11,11,9,9
"926","F-19",0,0,0,0,0,8,8,8,8,8
"927","F-20",0,0,0,0,0,0,0,0,0,0
"928","F-21",145,145,147,147,149,92,92,92,94,99
"929","F-22",53,52,53,52,53,145,145,145,147,150
"930","F-23",0,0,0,0,0,0,0,0,0,0
"931","F-24",0,0,0,0,0,0,0,0,0,0
"932","F-25",16,16,16,16,16,22,22,22,23,23
"933","F-26",4,4,4,0,0,6,6,6,8,8
"934","F-27",0,4,0,0,0,5,5,5,5,5
"935","F-28",0,0,0,0,0,0,0,0,0,0
"936","F-29",63,63,63,61,61,16,16,16,16,16
"937","F-30",233,232,234,237,237,436,440,440,442,442
"938","F-31",64,64,64,64,64,767,767,785,788,788
"939","F-32",57,57,56,56,56,1999,2074,2051,2054,2055
"940","F-33",117,115,114,113,109,1239,1204,1231,1231,1244
"941","F-34",38,38,37,38,39,646,646,646,635,635
"942","F-35",0,0,0,0,0,0,0,0,0,0
"943","F-36",7,7,7,7,7,0,0,0,0,0
"944","F-37",6,6,6,6,6,13,13,13,13,12
"945","F-38",0,0,0,0,0,0,0,0,0,0
"946","F-39",0,0,0,0,0,0,0,0,0,0
"947","F-40",0,0,0,0,0,0,0,0,0,0
